timestamp,0xEFCF86D7_yellow_temperature (degrees C),0xEFCF86D7_yellow_humidity (% rH),0xF030D0CF_red_temperature (degrees C),0xF030D0CF_red_humidity (% rH),0xF030D05B_blue_temperature (degrees C),0xF030D05B_blue_humidity (% rH)
23436515,,,24.52,8.0,,
23436630,,,,,26.7,8.12
23437563,21.44,54.69,,,,
23437526,,,24.53,7.96,,
23437642,,,,,26.69,8.14
23438575,21.44,54.74,,,,
23438538,,,24.54,7.94,,
23438654,,,,,26.7,8.12
23439587,21.45,54.71,,,,
23439550,,,24.51,7.95,,
23439665,,,,,26.67,8.07
23440598,21.45,54.71,,,,
23440561,,,24.51,7.89,,
23440677,,,,,26.65,7.98
23441610,21.44,54.72,,,,
23441573,,,24.5,7.87,,
23441689,,,,,26.66,7.98
23442622,21.44,54.76,,,,
23442585,,,24.52,7.9,,
23442701,,,,,26.67,8.01
23443634,21.42,54.75,,,,
23443596,,,24.51,7.85,,
23443712,,,,,26.68,7.93
23444646,21.44,54.72,,,,
23444608,,,24.54,7.86,,
23444724,,,,,26.68,7.98
23445658,21.48,54.73,,,,
23445620,,,24.53,7.8,,
23445735,,,,,26.68,7.98
23446669,21.44,54.74,,,,
23446631,,,24.51,7.8,,
23446747,,,,,26.71,7.97
23447681,21.46,54.73,,,,
23447643,,,24.51,7.74,,
23447759,,,,,26.65,7.91
23448693,21.42,54.74,,,,
23448655,,,24.52,7.71,,
23448771,,,,,26.65,7.91
23449705,21.44,54.75,,,,
23449666,,,24.55,7.7,,
23449782,,,,,26.67,7.93
23450716,21.46,54.76,,,,
23450678,,,24.52,7.66,,
23450794,,,,,26.68,7.92
23451728,21.44,54.77,,,,
23451690,,,24.52,7.67,,
23451806,,,,,26.66,7.89
23452740,21.44,54.77,,,,
23452702,,,24.51,7.62,,
23452817,,,,,26.68,7.86
23453751,21.46,54.77,,,,
23453713,,,24.53,7.59,,
23453829,,,,,26.67,7.82
23454763,21.48,54.75,,,,
23454725,,,24.52,7.59,,
23454841,,,,,26.67,7.83
23455775,21.45,54.73,,,,
23455737,,,24.53,7.54,,
23455852,,,,,26.68,7.81
23456787,21.46,54.77,,,,
23456748,,,24.54,7.52,,
23456864,,,,,26.64,7.78
23457798,21.46,54.76,,,,
23457760,,,24.51,7.55,,
23457876,,,,,26.66,7.65
23458810,21.46,54.73,,,,
23458772,,,24.52,7.5,,
23458888,,,,,26.7,7.62
23459822,21.44,54.77,,,,
23459783,,,24.51,7.46,,
23459899,,,,,26.67,7.61
23460834,21.44,54.75,,,,
23460795,,,24.52,7.46,,
23460911,,,,,26.66,7.62
23461845,21.45,54.79,,,,
23461807,,,24.51,7.4,,
23461923,,,,,26.68,7.58
23462857,21.43,54.79,,,,
23462818,,,24.52,7.4,,
23462934,,,,,26.67,7.55
23463869,21.44,54.78,,,,
23463830,,,24.53,7.37,,
23463946,,,,,26.64,7.57
23464880,21.44,54.81,,,,
23464842,,,24.5,7.36,,
23464958,,,,,26.63,7.51
23465892,21.46,54.8,,,,
23465853,,,24.52,7.32,,
23465970,,,,,26.67,7.49
23466904,21.46,54.81,,,,
23466865,,,24.5,7.33,,
23466981,,,,,26.67,7.49
23467916,21.48,54.8,,,,
23467877,,,24.49,7.31,,
23467993,,,,,26.66,7.44
23468927,21.45,54.79,,,,
23468888,,,24.51,7.29,,
23469005,,,,,26.68,7.45
23469939,21.46,54.78,,,,
23469900,,,24.5,7.27,,
23470017,,,,,26.65,7.44
23470951,21.46,54.77,,,,
23470912,,,24.49,7.25,,
23471029,,,,,26.67,7.41
23471963,21.45,54.78,,,,
23471924,,,24.51,7.2,,
23472040,,,,,26.67,7.43
23472975,21.45,54.78,,,,
23472935,,,24.53,7.2,,
23473052,,,,,26.68,7.36
23473986,21.46,54.78,,,,
23473947,,,24.51,7.15,,
23474064,,,,,26.65,7.28
23474998,21.45,54.78,,,,
23474959,,,24.53,7.2,,
23475076,,,,,26.68,7.28
23476010,21.43,54.8,,,,
23475971,,,24.52,7.12,,
23476087,,,,,26.68,7.31
23477022,21.45,54.77,,,,
23476983,,,24.5,7.11,,
23477099,,,,,26.63,7.35
23478033,21.46,54.78,,,,
23477994,,,24.52,7.12,,
23478111,,,,,26.68,7.32
23479045,21.46,54.75,,,,
23479006,,,24.51,7.11,,
23479123,,,,,26.68,7.3
23480057,21.47,54.78,,,,
23480018,,,24.5,7.06,,
23480134,,,,,26.66,7.22
23481069,21.47,54.74,,,,
23481030,,,24.51,7.03,,
23481146,,,,,26.67,7.22
23482080,21.45,54.75,,,,
23482041,,,24.52,7.03,,
23482158,,,,,26.66,7.23
23483092,21.45,54.77,,,,
23483053,,,24.51,7.01,,
23483170,,,,,26.67,7.21
23484104,21.44,54.76,,,,
23484064,,,24.51,6.99,,
23484181,,,,,26.66,7.21
23485115,21.46,54.75,,,,
23485076,,,24.5,6.95,,
23485193,,,,,26.67,7.2
23486127,21.49,54.73,,,,
23486088,,,24.52,6.93,,
23486205,,,,,26.69,7.11
23487139,21.47,54.73,,,,
23487100,,,24.5,6.93,,
23487216,,,,,26.67,7.09
23488150,21.45,54.7,,,,
23488111,,,24.5,6.9,,
23488228,,,,,26.69,7.1
23489162,21.46,54.74,,,,
23489123,,,24.48,6.88,,
23489240,,,,,26.7,7.05
23490174,21.44,54.74,,,,
23490135,,,24.5,6.91,,
23490251,,,,,26.69,7.06
23491186,21.44,54.73,,,,
23491146,,,24.5,6.85,,
23491263,,,,,26.68,7.0
23492198,21.44,54.73,,,,
23492158,,,24.51,6.88,,
23492275,,,,,26.66,6.96
23493209,21.46,54.75,,,,
23493170,,,24.51,6.82,,
23493287,,,,,26.66,6.93
23494221,21.46,54.75,,,,
23494182,,,24.5,6.81,,
23494299,,,,,26.65,6.9
23495233,21.51,54.74,,,,
23495193,,,24.5,6.79,,
23495310,,,,,26.65,6.92
23496244,21.46,54.73,,,,
23496205,,,24.49,6.76,,
23496322,,,,,26.68,6.9
23497256,21.46,54.74,,,,
23497217,,,24.51,6.7,,
23497334,,,,,26.65,6.94
23498268,21.45,54.75,,,,
23498229,,,24.49,6.73,,
23498345,,,,,26.67,6.96
23499280,21.45,54.76,,,,
23499240,,,24.51,6.76,,
23499357,,,,,26.65,6.96
23500291,21.46,54.76,,,,
23500252,,,24.49,6.69,,
23500369,,,,,26.63,6.94
23501303,21.46,54.75,,,,
23501264,,,24.5,6.66,,
23501381,,,,,26.66,6.92
23502315,21.43,54.76,,,,
23502275,,,24.51,6.66,,
23502392,,,,,26.64,6.88
23503326,21.46,54.77,,,,
23503287,,,24.5,6.62,,
23503404,,,,,26.67,6.88
23504338,21.44,54.8,,,,
23504299,,,24.52,6.69,,
23504416,,,,,26.67,6.82
23505350,21.43,54.8,,,,
23505310,,,24.51,6.59,,
23505428,,,,,26.64,6.84
23506362,21.46,54.79,,,,
23506322,,,24.5,6.61,,
23506439,,,,,26.66,6.79
23507374,21.49,54.81,,,,
23507334,,,24.49,6.6,,
23507451,,,,,26.69,6.78
23508385,21.46,54.81,,,,
23508346,,,24.5,6.62,,
23508463,,,,,26.63,6.74
23509397,21.47,54.78,,,,
23509357,,,24.46,6.56,,
23509475,,,,,26.67,6.75
23510409,21.44,54.8,,,,
23510369,,,24.5,6.54,,
23510487,,,,,26.67,6.75
23511420,21.47,54.79,,,,
23511381,,,24.5,6.54,,
23511498,,,,,26.66,6.76
23512432,21.46,54.81,,,,
23512392,,,24.5,6.52,,
23512510,,,,,26.66,6.69
23513444,21.47,54.8,,,,
23513404,,,24.49,6.52,,
23513522,,,,,26.66,6.75
23514456,21.46,54.82,,,,
23514415,,,24.5,6.48,,
23514533,,,,,26.65,6.71
23515468,21.46,54.83,,,,
23515427,,,24.49,6.43,,
23515545,,,,,26.65,6.71
23516479,21.44,54.82,,,,
23516439,,,24.49,6.46,,
23516557,,,,,26.62,6.62
23517491,21.45,54.84,,,,
23517451,,,24.48,6.43,,
23517568,,,,,26.63,6.7
23518503,21.46,54.83,,,,
23518462,,,24.47,6.49,,
23518580,,,,,26.64,6.67
23519514,21.48,54.86,,,,
23519474,,,24.46,6.43,,
23519592,,,,,26.64,6.56
23520526,21.44,54.86,,,,
23520486,,,24.47,6.37,,
23520603,,,,,26.63,6.54
23521538,21.42,54.83,,,,
23521497,,,24.49,6.39,,
23521615,,,,,26.66,6.6
23522549,21.45,54.87,,,,
23522509,,,24.48,6.36,,
23522627,,,,,26.66,6.56
23523561,21.45,54.85,,,,
23523521,,,24.5,6.34,,
23523638,,,,,26.66,6.58
23524573,21.46,54.86,,,,
23524532,,,24.5,6.36,,
23524650,,,,,26.66,6.52
23525585,21.45,54.82,,,,
23525544,,,24.48,6.36,,
23525662,,,,,26.61,6.52
23526596,21.44,54.83,,,,
23526556,,,24.5,6.33,,
23526674,,,,,26.64,6.48
23527608,21.44,54.83,,,,
23527567,,,24.49,6.3,,
23527685,,,,,26.62,6.41
23528620,21.44,54.83,,,,
23528579,,,24.47,6.22,,
23528697,,,,,26.61,6.46
23529631,21.42,54.83,,,,
23529591,,,24.49,6.26,,
23529709,,,,,26.63,6.41
23530643,21.43,54.87,,,,
23530603,,,24.5,6.22,,
23530720,,,,,26.63,6.35
23531655,21.42,54.88,,,,
23531614,,,24.49,6.25,,
23531732,,,,,26.62,6.38
23532667,21.45,54.89,,,,
23532626,,,24.5,6.22,,
23532744,,,,,26.65,6.39
23533679,21.46,54.89,,,,
23533638,,,24.51,6.18,,
23533756,,,,,26.63,6.32
23534690,21.46,54.87,,,,
23534650,,,24.51,6.2,,
23534768,,,,,26.64,6.29
23535702,21.47,54.9,,,,
23535661,,,24.49,6.17,,
23535779,,,,,26.63,6.35
23536714,21.47,54.86,,,,
23536673,,,24.49,6.17,,
23536791,,,,,26.66,6.36
23537725,21.49,54.89,,,,
23537685,,,24.48,6.12,,
23537803,,,,,26.65,6.32
23538737,21.42,54.83,,,,
23538697,,,24.47,6.11,,
23538815,,,,,26.66,6.34
23539749,21.45,54.81,,,,
23539708,,,24.49,6.09,,
23539827,,,,,26.66,6.38
23540761,21.43,54.82,,,,
23540720,,,24.51,6.09,,
23540838,,,,,26.66,6.36
23541772,21.42,54.84,,,,
23541732,,,24.49,6.07,,
23541850,,,,,26.63,6.33
23542784,21.45,54.88,,,,
23542743,,,24.49,6.07,,
23542862,,,,,26.66,6.29
23543796,21.45,54.86,,,,
23543755,,,24.48,6.03,,
23543873,,,,,26.66,6.26
23544807,21.45,54.85,,,,
23544767,,,24.5,6.02,,
23544885,,,,,26.64,6.26
23545819,21.44,54.8,,,,
23545779,,,24.48,6.04,,
23545897,,,,,26.64,6.31
23546831,21.42,54.83,,,,
23546790,,,24.5,6.04,,
23546909,,,,,26.64,6.21
23547843,21.44,54.79,,,,
23547802,,,24.47,5.97,,
23547921,,,,,26.64,6.22
23548855,21.42,54.84,,,,
23548814,,,24.47,5.98,,
23548932,,,,,26.67,6.24
23549866,21.41,54.84,,,,
23549825,,,24.48,5.97,,
23549944,,,,,26.62,6.26
23550878,21.41,54.8,,,,
23550837,,,24.48,5.95,,
23550956,,,,,26.64,6.23
23551890,21.43,54.83,,,,
23551849,,,24.51,5.95,,
23551967,,,,,26.63,6.26
23552901,21.45,54.85,,,,
23552861,,,24.48,5.94,,
23552979,,,,,26.64,6.16
23553913,21.43,54.79,,,,
23553872,,,24.48,5.93,,
23553991,,,,,26.66,6.14
23554925,21.42,54.84,,,,
23554884,,,24.5,5.92,,
23555003,,,,,26.63,6.12
23555937,21.44,54.82,,,,
23555895,,,24.49,5.91,,
23556015,,,,,26.64,6.18
23556948,21.46,54.84,,,,
23556907,,,24.46,5.89,,
23557026,,,,,26.66,6.12
23557960,21.42,54.84,,,,
23557919,,,24.5,5.87,,
23558038,,,,,26.64,6.13
23558972,21.42,54.81,,,,
23558931,,,24.48,5.85,,
23559050,,,,,26.66,6.11
23559983,21.42,54.84,,,,
23559942,,,24.48,5.84,,
23560061,,,,,26.62,6.05
23560995,21.39,54.86,,,,
23560954,,,24.49,5.8,,
23561073,,,,,26.63,6.04
23562007,21.42,54.87,,,,
23561966,,,24.49,5.84,,
23562085,,,,,26.64,5.99
23563019,21.42,54.87,,,,
23562977,,,24.47,5.79,,
23563096,,,,,26.59,5.99
23564030,21.46,54.88,,,,
23563989,,,24.46,5.77,,
23564108,,,,,26.6,5.97
23565042,21.44,54.9,,,,
23565001,,,24.46,5.79,,
23565120,,,,,26.62,5.95
23566054,21.44,54.86,,,,
23566012,,,24.47,5.78,,
23566132,,,,,26.62,5.99
23567065,21.41,54.85,,,,
23567024,,,24.47,5.79,,
23567144,,,,,26.64,6.0
23568077,21.44,54.85,,,,
23568036,,,24.47,5.75,,
23568156,,,,,26.63,6.0
23569089,21.45,54.89,,,,
23569048,,,24.47,5.71,,
23569168,,,,,26.64,5.95
23570101,21.44,54.88,,,,
23570059,,,24.49,5.7,,
23570180,,,,,26.63,6.01
23571112,21.44,54.87,,,,
23571071,,,24.49,5.73,,
23571192,,,,,26.6,5.95
23572124,21.42,54.87,,,,
23572083,,,24.49,5.68,,
23572204,,,,,26.63,5.96
23573136,21.43,54.89,,,,
23573094,,,24.49,5.71,,
23573215,,,,,26.63,5.96
23574148,21.43,54.88,,,,
23574106,,,24.45,5.71,,
23574227,,,,,26.61,5.97
23575159,21.42,54.89,,,,
23575118,,,24.5,5.67,,
23575239,,,,,26.63,5.92
23576171,21.42,54.9,,,,
23576129,,,24.47,5.64,,
23576250,,,,,26.63,5.97
23577183,21.44,54.89,,,,
23577141,,,24.48,5.66,,
23577262,,,,,26.6,5.94
23578194,21.43,54.91,,,,
23578153,,,24.47,5.64,,
23578274,,,,,26.63,5.95
23579206,21.41,54.87,,,,
23579164,,,24.47,5.62,,
23579285,,,,,26.66,5.88
23580218,21.43,54.9,,,,
23580176,,,24.5,5.59,,
23580297,,,,,26.64,5.85
23581229,21.42,54.92,,,,
23581188,,,24.47,5.61,,
23581309,,,,,26.63,5.88
23582241,21.42,54.88,,,,
23582199,,,24.46,5.56,,
23582321,,,,,26.64,5.87
23583253,21.45,54.86,,,,
23583211,,,24.46,5.61,,
23583332,,,,,26.62,5.89
23584265,21.44,54.87,,,,
23584223,,,24.47,5.59,,
23584344,,,,,26.63,5.85
23585276,21.44,54.89,,,,
23585234,,,24.49,5.55,,
23585355,,,,,26.63,5.88
23586288,21.43,54.87,,,,
23586246,,,24.49,5.57,,
23586367,,,,,26.63,5.82
23587300,21.43,54.85,,,,
23587258,,,24.48,5.54,,
23587379,,,,,26.62,5.84
23588311,21.43,54.85,,,,
23588269,,,24.47,5.58,,
23588390,,,,,26.6,5.75
23589323,21.46,54.88,,,,
23589281,,,24.49,5.45,,
23589402,,,,,26.64,5.79
23590335,21.43,54.85,,,,
23590293,,,24.49,5.48,,
23590414,,,,,26.64,5.8
23591347,21.42,54.85,,,,
23591305,,,24.46,5.48,,
23591426,,,,,26.62,5.8
23592358,21.42,54.87,,,,
23592316,,,24.5,5.49,,
23592437,,,,,26.62,5.8
23593370,21.43,54.9,,,,
23593328,,,24.46,5.5,,
23593449,,,,,26.6,5.81
23594382,21.46,54.89,,,,
23594339,,,24.49,5.52,,
23594461,,,,,26.64,5.82
23595393,21.52,54.86,,,,
23595351,,,24.47,5.48,,
23595472,,,,,26.61,5.79
23596405,21.51,54.82,,,,
23596363,,,24.47,5.45,,
23596484,,,,,26.63,5.81
23597417,21.48,54.79,,,,
23597374,,,24.46,5.48,,
23597496,,,,,26.6,5.77
23598429,21.45,54.75,,,,
23598386,,,24.47,5.46,,
23598507,,,,,26.62,5.74
23599440,21.46,54.77,,,,
23599398,,,24.46,5.46,,
23599519,,,,,26.61,5.72
23600452,21.45,54.79,,,,
23600410,,,24.47,5.44,,
23600531,,,,,26.59,5.72
23601464,21.44,54.79,,,,
23601421,,,24.47,5.42,,
23601543,,,,,26.62,5.71
23602475,21.47,54.82,,,,
23602433,,,24.49,5.41,,
23602554,,,,,26.6,5.69
23603487,21.45,54.84,,,,
23603444,,,24.46,5.43,,
23603566,,,,,26.62,5.65
23604499,21.48,54.83,,,,
23604456,,,24.46,5.44,,
23604578,,,,,26.62,5.72
23605510,21.51,54.82,,,,
23605468,,,24.45,5.42,,
23605590,,,,,26.63,5.71
23606522,21.48,54.81,,,,
23606479,,,24.43,5.43,,
23606601,,,,,26.61,5.61
23607534,21.5,54.78,,,,
23607491,,,24.48,5.42,,
23607613,,,,,26.61,5.66
23608546,21.48,54.73,,,,
23608503,,,24.49,5.39,,
23608625,,,,,26.62,5.62
23609557,21.46,54.76,,,,
23609515,,,24.45,5.42,,
23609637,,,,,26.59,5.65
23610569,21.46,54.75,,,,
23610526,,,24.46,5.39,,
23610648,,,,,26.62,5.62
23611581,21.52,54.79,,,,
23611538,,,24.45,5.39,,
23611660,,,,,26.63,5.59
23612593,21.52,54.76,,,,
23612550,,,24.47,5.39,,
23612672,,,,,26.6,5.6
23613604,21.53,54.78,,,,
23613562,,,24.47,5.39,,
23613683,,,,,26.61,5.58
23614616,21.49,54.8,,,,
23614573,,,24.46,5.43,,
23614695,,,,,26.59,5.62
23615628,21.5,54.74,,,,
23615585,,,24.48,5.38,,
23615707,,,,,26.62,5.66
23616639,21.5,54.76,,,,
23616597,,,24.5,5.35,,
23616719,,,,,26.61,5.65
23617651,21.51,54.75,,,,
23617608,,,24.5,5.38,,
23617730,,,,,26.61,5.66
23618663,21.49,54.77,,,,
23618620,,,24.48,5.39,,
23618742,,,,,26.62,5.68
23619675,21.49,54.76,,,,
23619632,,,24.49,5.37,,
23619754,,,,,26.6,5.71
23620686,21.52,54.76,,,,
23620643,,,24.48,5.38,,
23620765,,,,,26.59,5.7
23621698,21.52,54.79,,,,
23621655,,,24.5,5.39,,
23621777,,,,,26.59,5.69
23622710,21.52,54.76,,,,
23622667,,,24.49,5.38,,
23622789,,,,,26.6,5.63
23623721,21.49,54.74,,,,
23623679,,,24.52,5.37,,
23623800,,,,,26.62,5.64
23624733,21.49,54.75,,,,
23624690,,,24.54,5.4,,
23624812,,,,,26.6,5.7
23625745,21.52,54.78,,,,
23625702,,,24.54,5.42,,
23625824,,,,,26.61,5.67
23626757,21.48,54.78,,,,
23626714,,,24.51,5.36,,
23626835,,,,,26.6,5.71
23627769,21.49,54.78,,,,
23627726,,,24.51,5.44,,
23627847,,,,,26.62,5.75
23628780,21.46,54.81,,,,
23628737,,,24.54,5.39,,
23628859,,,,,26.62,5.75
23629792,21.51,54.8,,,,
23629749,,,24.54,5.38,,
23629870,,,,,26.59,5.75
23630803,21.49,54.81,,,,
23630761,,,24.52,5.38,,
23630882,,,,,26.62,5.8
23631815,21.52,54.78,,,,
23631772,,,24.54,5.4,,
23631894,,,,,26.64,5.81
23632827,21.51,54.76,,,,
23632784,,,24.55,5.34,,
23632906,,,,,26.64,5.74
23633839,21.53,54.78,,,,
23633796,,,24.56,5.38,,
23633917,,,,,26.63,5.75
23634851,21.53,54.75,,,,
23634807,,,24.53,5.41,,
23634929,,,,,26.62,5.7
23635862,21.56,54.71,,,,
23635819,,,24.57,5.41,,
23635941,,,,,26.64,5.71
23636874,21.6,54.7,,,,
23636831,,,24.54,5.42,,
23636952,,,,,26.63,5.7
23637886,21.6,54.66,,,,
23637843,,,24.54,5.42,,
23637964,,,,,26.63,5.69
23638897,21.61,54.62,,,,
23638854,,,24.56,5.39,,
23638976,,,,,26.63,5.69
23639909,21.6,54.59,,,,
23639866,,,24.57,5.36,,
23639988,,,,,26.64,5.74
23640921,21.58,54.58,,,,
23640878,,,24.55,5.4,,
23640999,,,,,26.63,5.72
23641933,21.57,54.54,,,,
23641889,,,24.55,5.44,,
23642011,,,,,26.63,5.75
23642944,21.56,54.55,,,,
23642901,,,24.59,5.42,,
23643023,,,,,26.66,5.78
23643956,21.53,54.56,,,,
23643913,,,24.58,5.41,,
23644035,,,,,26.66,5.72
23644968,21.53,54.59,,,,
23644924,,,24.57,5.45,,
23645046,,,,,26.66,5.74
23645979,21.54,54.61,,,,
23645936,,,24.58,5.44,,
23646058,,,,,26.67,5.78
23646991,21.53,54.64,,,,
23646948,,,24.57,5.4,,
23647070,,,,,26.64,5.78
23648003,21.53,54.65,,,,
23647960,,,24.59,5.46,,
23648082,,,,,26.67,5.73
23649014,21.52,54.68,,,,
23648972,,,24.6,5.45,,
23649093,,,,,26.66,5.79
23650026,21.5,54.7,,,,
23649983,,,24.6,5.5,,
23650105,,,,,26.68,5.8
23651038,21.51,54.69,,,,
23650995,,,24.64,5.55,,
23651117,,,,,26.68,5.79
23652050,21.52,54.7,,,,
23652007,,,24.64,5.53,,
23652128,,,,,26.66,5.83
23653061,21.53,54.73,,,,
23653018,,,24.66,5.58,,
23653140,,,,,26.68,5.91
23654073,21.53,54.74,,,,
23654030,,,24.66,5.63,,
23654152,,,,,26.67,6.01
23655085,21.49,54.79,,,,
23655042,,,24.64,5.63,,
23655163,,,,,26.65,5.94
23656096,21.52,54.78,,,,
23656053,,,24.64,5.6,,
23656175,,,,,26.67,5.96
23657108,21.54,54.83,,,,
23657065,,,24.66,5.61,,
23657187,,,,,26.67,5.94
23658120,21.54,54.82,,,,
23658077,,,24.63,5.62,,
23658198,,,,,26.64,5.94
23659132,21.55,54.75,,,,
23659088,,,24.64,5.61,,
23659210,,,,,26.67,5.96
23660143,21.53,54.74,,,,
23660100,,,24.69,5.67,,
23660222,,,,,26.67,5.91
23661155,21.52,54.73,,,,
23661112,,,24.66,5.69,,
23661234,,,,,26.68,5.98
23662167,21.52,54.74,,,,
23662123,,,24.67,5.78,,
23662246,,,,,26.69,6.03
23663179,21.53,54.74,,,,
23663136,,,24.68,5.79,,
23663257,,,,,26.69,5.99
23664190,21.56,54.7,,,,
23664147,,,24.68,5.77,,
23664269,,,,,26.69,6.05
23665202,21.57,54.75,,,,
23665159,,,24.67,5.75,,
23665281,,,,,26.68,5.97
23666214,21.56,54.74,,,,
23666171,,,24.68,5.75,,
23666292,,,,,26.67,5.95
23667225,21.57,54.76,,,,
23667182,,,24.67,5.78,,
23667304,,,,,26.67,5.95
23668237,21.54,54.71,,,,
23668194,,,24.66,5.76,,
23668316,,,,,26.68,5.93
23669249,21.57,54.7,,,,
23669206,,,24.67,5.81,,
23669327,,,,,26.69,5.93
23670260,21.53,54.69,,,,
23670217,,,24.68,5.8,,
23670339,,,,,26.68,6.02
23671272,21.51,54.68,,,,
23671229,,,24.68,5.78,,
23671351,,,,,26.7,6.04
23672284,21.54,54.71,,,,
23672241,,,24.7,5.81,,
23672362,,,,,26.69,6.03
23673296,21.54,54.71,,,,
23673252,,,24.69,5.82,,
23673374,,,,,26.7,6.04
23674307,21.56,54.68,,,,
23674264,,,24.69,5.77,,
23674386,,,,,26.69,6.05
23675319,21.57,54.71,,,,
23675276,,,24.69,5.82,,
23675397,,,,,26.7,6.03
23676331,21.53,54.67,,,,
23676287,,,24.7,5.81,,
23676409,,,,,26.7,6.09
23677342,21.5,54.69,,,,
23677299,,,24.68,5.82,,
23677421,,,,,26.67,6.05
23678354,21.49,54.74,,,,
23678311,,,24.69,5.83,,
23678432,,,,,26.68,6.1
23679366,21.48,54.72,,,,
23679323,,,24.67,5.76,,
23679444,,,,,26.71,6.06
23680377,21.48,54.72,,,,
23680334,,,24.69,5.82,,
23680456,,,,,26.69,6.09
23681389,21.49,54.75,,,,
23681346,,,24.7,5.84,,
23681467,,,,,26.69,6.09
23682401,21.5,54.73,,,,
23682357,,,24.71,5.81,,
23682479,,,,,26.69,6.13
23683413,21.53,54.73,,,,
23683369,,,24.71,5.84,,
23683491,,,,,26.7,6.1
23684424,21.52,54.72,,,,
23684381,,,24.7,5.85,,
23684503,,,,,26.68,6.19
23685436,21.54,54.71,,,,
23685393,,,24.69,5.83,,
23685514,,,,,26.69,6.13
23686448,21.53,54.69,,,,
23686404,,,24.72,5.85,,
23686526,,,,,26.72,6.1
23687460,21.56,54.69,,,,
23687417,,,24.72,5.87,,
23687538,,,,,26.7,6.1
23688471,21.53,54.68,,,,
23688428,,,24.71,5.85,,
23688550,,,,,26.72,6.2
23689483,21.53,54.65,,,,
23689440,,,24.7,5.85,,
23689562,,,,,26.71,6.15
23690494,21.54,54.66,,,,
23690452,,,24.71,5.86,,
23690573,,,,,26.71,6.15
23691506,21.52,54.66,,,,
23691464,,,24.73,5.85,,
23691585,,,,,26.71,6.21
23692518,21.58,54.68,,,,
23692475,,,24.7,5.88,,
23692597,,,,,26.73,6.17
23693530,21.56,54.68,,,,
23693487,,,24.71,5.87,,
23693608,,,,,26.72,6.17
23694541,21.59,54.67,,,,
23694499,,,24.74,5.88,,
23694620,,,,,26.7,6.08
23695553,21.57,54.63,,,,
23695510,,,24.7,5.88,,
23695632,,,,,26.7,6.13
23696565,21.59,54.63,,,,
23696522,,,24.72,5.86,,
23696643,,,,,26.72,6.11
23697576,21.58,54.62,,,,
23697534,,,24.75,5.9,,
23697655,,,,,26.7,6.11
23698588,21.59,54.59,,,,
23698545,,,24.74,5.89,,
23698667,,,,,26.75,6.12
23699600,21.6,54.59,,,,
23699557,,,24.73,5.89,,
23699679,,,,,26.72,6.12
23700612,21.6,54.59,,,,
23700568,,,24.72,5.85,,
23700691,,,,,26.74,6.15
23701623,21.58,54.58,,,,
23701580,,,24.74,5.88,,
23701702,,,,,26.71,6.11
23702635,21.57,54.61,,,,
23702592,,,24.74,5.86,,
23702714,,,,,26.68,6.09
23703647,21.55,54.6,,,,
23703603,,,24.72,5.91,,
23703726,,,,,26.71,6.01
23704659,21.51,54.62,,,,
23704615,,,24.74,5.91,,
23704738,,,,,26.69,6.07
23705670,21.57,54.63,,,,
23705627,,,24.72,5.96,,
23705749,,,,,26.7,6.09
23706682,21.54,54.66,,,,
23706639,,,24.74,5.94,,
23706761,,,,,26.7,6.1
23707693,21.53,54.67,,,,
23707650,,,24.74,5.96,,
23707773,,,,,26.7,6.11
23708705,21.5,54.69,,,,
23708662,,,24.78,6.04,,
23708785,,,,,26.7,6.16
23709717,21.53,54.71,,,,
23709674,,,24.78,6.03,,
23709797,,,,,26.69,6.21
23710729,21.52,54.71,,,,
23710686,,,24.78,6.1,,
23710808,,,,,26.72,6.24
23711741,21.51,54.73,,,,
23711697,,,24.79,6.1,,
23711820,,,,,26.73,6.31
23712752,21.53,54.72,,,,
23712709,,,24.78,6.09,,
23712832,,,,,26.71,6.41
23713764,21.52,54.72,,,,
23713721,,,24.79,6.09,,
23713844,,,,,26.71,6.49
23714776,21.52,54.77,,,,
23714732,,,24.79,6.09,,
23714855,,,,,26.69,6.57
23715787,21.53,54.76,,,,
23715744,,,24.78,6.08,,
23715867,,,,,26.75,6.52
23716799,21.54,54.73,,,,
23716756,,,24.78,6.13,,
23716879,,,,,26.69,6.51
23717811,21.56,54.77,,,,
23717767,,,24.82,6.15,,
23717890,,,,,26.72,6.51
23718822,21.57,54.73,,,,
23718780,,,24.79,6.2,,
23718902,,,,,26.71,6.53
23719834,21.53,54.72,,,,
23719791,,,24.78,6.16,,
23719914,,,,,26.72,6.56
23720846,21.52,54.72,,,,
23720803,,,24.78,6.19,,
23720926,,,,,26.69,6.52
23721858,21.5,54.7,,,,
23721815,,,24.79,6.21,,
23721937,,,,,26.7,6.45
23722870,21.47,54.7,,,,
23722827,,,24.79,6.24,,
23722949,,,,,26.71,6.46
23723881,21.5,54.74,,,,
23723838,,,24.78,6.24,,
23723961,,,,,26.69,6.51
23724893,21.52,54.72,,,,
23724850,,,24.79,6.25,,
23724972,,,,,26.68,6.47
23725905,21.49,54.73,,,,
23725862,,,24.79,6.26,,
23725984,,,,,26.71,6.43
23726916,21.5,54.77,,,,
23726873,,,24.79,6.28,,
23726996,,,,,26.72,6.46
23727928,21.48,54.71,,,,
23727885,,,24.79,6.23,,
23728008,,,,,26.73,6.46
